Name,CW_M11977_Mandible,CW_NR1328_Mandible,CW_NR1609_Mandible,CW_M8752_Mandible,NHNW_B71_Mandible,CW_JM18942,NHNW_JM8466_Mandible,NHNW_SNC2_Mandible,SHNW_NR1326_Mandible,SHNW_M8827_Mandible,SHNW_M8774_Mandible,SHNW_M8951_Mandible
X Symphyseal groove CUR 3,69.61205444,3.763378906,1.594826794,-64.47903442,-3.96452179,1.296865845,-3.758586884,-2.647303009,-1.414879227,66.35646362,77.81398926,-56.79368286
Y Symphyseal groove CUR 3,90.13453369,-149.7676514,-149.2073853,83.19609985,-35.81029358,-44.01750183,-27.81182556,-29.47026062,-127.2748169,75.0131958,-222.0997559,72.64087524
Z Symphyseal groove CUR 3,-827.8739258,-563.0083984,-896.9919922,-804.548877,-1165.837598,-1151.815625,-1199.657715,-1435.832031,665.3498047,-769.8219238,-518.241748,-528.7363281
X Symphyseal groove CUR 2,70.24048462,3.566765213,1.508861637,-65.575177,-4.58536644,1.493209934,-3.048168373,-2.858303833,-1.327088642,67.22713623,78.80466309,-58.77588501
Y Symphyseal groove CUR 2,94.64127808,-145.396521,-145.3467529,88.13440552,-33.42581787,-41.18483582,-23.77611847,-26.22842407,-122.7697754,78.97255859,-218.3841797,77.01761475
Z Symphyseal groove CUR 2,-832.3251953,-569.5835449,-902.4756836,-808.8536133,-1172.245898,-1157.39043,-1205.881055,-1440.198828,660.8794434,-774.5324707,-523.5556152,-534.1045898
X Symphyseal groove CUR 1,70.66851196,3.173103905,1.337239075,-66.60700073,-4.727333069,1.980970001,-2.371433449,-3.009698486,-1.354970455,67.98530273,79.73379517,-60.83781738
Y Symphyseal groove CUR 1,100.1790222,-139.5962158,-140.7035645,93.23266602,-28.39946594,-36.61669312,-19.39152069,-22.25786133,-118.2801147,83.23839111,-214.5835449,81.68681641
Z Symphyseal groove CUR 1,-836.2109375,-575.320166,-907.6472656,-812.4953125,-1177.804297,-1162.093945,-1210.850684,-1444.165918,656.6870117,-778.8608398,-528.7381836,-539.2593262
X Superior midline CUR 9,61.56751099,3.882489014,2.39660511,-56.99587402,-1.442327881,1.19407444,-7.948651886,-1.909030342,-1.08858757,58.90848999,68.90862427,-48.84072876
Y Superior midline CUR 9,78.81190796,-162.7361694,-158.0737793,64.90667114,-44.06339111,-50.83861694,-40.53228149,-38.02234497,-133.371228,71.03972168,-223.3571045,66.78267822
Z Superior midline CUR 9,-795.7095703,-529.1820801,-864.4389648,-775.2254395,-1132.445898,-1119.856934,-1162.583594,-1406.575586,697.3427734,-740.458252,-483.9651367,-496.4037109
X Superior midline CUR 8,62.41241455,3.541369629,2.273796844,-58.02524414,-1.083000088,1.343537521,-7.925154877,-2.444959831,-1.27809,59.81308594,69.58991089,-50.58501587
Y Superior midline CUR 8,84.88309326,-156.3207397,-151.6235474,72.04101563,-38.47654114,-45.80220947,-33.54959412,-32.7180603,-128.5759644,75.91638184,-218.8479248,71.4197998
Z Superior midline CUR 8,-799.5208008,-532.8655273,-869.5844727,-779.1472656,-1137.446289,-1124.075488,-1167.883984,-1410.611816,693.1887207,-744.0537598,-488.8323242,-500.7082031
X Superior midline CUR 7,63.22780151,3.293087387,1.9768713,-59.14192505,-1.163442135,1.466926765,-7.319869232,-2.67901783,-1.160766411,61.06147461,70.49973755,-52.55171509
Y Superior midline CUR 7,89.49059448,-150.8937134,-146.2874512,78.21984253,-32.94465637,-40.70945435,-27.0897522,-27.70921021,-123.2087891,80.21027832,-214.6903809,76.1032959
Z Superior midline CUR 7,-803.4039551,-537.4379395,-874.640332,-784.1311523,-1142.508984,-1128.315332,-1173.514648,-1414.828516,689.3276367,-748.1694824,-494.3305664,-505.1970215
X Superior midline CUR 6,63.83109741,3.059697723,1.712671089,-60.1743042,-0.982442951,1.61054554,-6.807958984,-3.015174103,-1.20713768,61.93261719,71.31286011,-54.41070557
Y Superior midline CUR 6,92.87854614,-146.2192505,-141.4616577,84.30869141,-28.05461426,-35.66677246,-21.15615692,-23.08721466,-118.6994751,84.3161377,-210.8521729,80.42619629
Z Superior midline CUR 6,-806.4947266,-541.9463379,-878.3810547,-788.1867188,-1146.893652,-1131.874512,-1178.430469,-1417.755566,684.9373047,-752.3049805,-499.4824707,-510.3951172
X Superior midline CUR 5,64.44400635,2.666384315,1.588554764,-61.00189209,-0.784536123,1.662116814,-6.499327087,-3.405689621,-1.513972187,62.7246521,72.07779541,-56.39489136
Y Superior midline CUR 5,97.35081787,-140.4057983,-135.6456421,91.6432251,-22.36402893,-30.35065002,-13.89549561,-18.21302643,-113.6572388,89.01957397,-206.5690918,86.36067505
Z Superior midline CUR 5,-809.6669434,-546.7524902,-881.8042969,-790.9680176,-1151.601367,-1136.010547,-1182.25,-1420.626953,680.425293,-756.8938965,-504.8712891,-515.3255371
X Superior midline CUR 4,65.00223389,2.167581558,1.346838284,-61.66668091,-0.609091616,1.677341652,-6.227418137,-3.420950317,-1.511161137,63.79221802,72.73646851,-58.26618652
Y Superior midline CUR 4,102.7661011,-133.4138184,-129.6721802,99.04926758,-16.04488831,-24.79681091,-6.541764069,-13.44832458,-108.3038818,93.64051514,-202.2716431,92.57247314
Z Superior midline CUR 4,-813.0648926,-550.9663574,-885.3412109,-793.0367188,-1155.828516,-1140.159082,-1186.710547,-1423.850098,676.5141113,-761.7441895,-510.2187012,-519.6945313
X Superior midline CUR 3,65.99937134,1.739404106,0.909126759,-63.05543213,-1.03424015,1.834143066,-5.445041656,-3.305095673,-1.552291393,65.29376831,74.37437744,-60.3746582
Y Superior midline CUR 3,108.2271362,-127.4895874,-125.3143555,105.9895508,-11.979776,-21.1868042,-2.08837204,-11.36078796,-104.8069702,97.10541992,-199.6263672,96.59888916
Z Superior midline CUR 3,-817.8513184,-558.072998,-891.3760742,-797.0867676,-1163.260938,-1146.847168,-1194.747949,-1430.014063,670.8459473,-767.6999023,-516.8036133,-526.2318359
X Superior midline CUR 2,67.68240967,1.341687489,0.740505314,-64.92144165,-1.66128521,1.999961853,-4.554707718,-3.440299606,-1.586527157,66.69789429,76.27565308,-62.48742676
Y Superior midline CUR 2,111.20177,-122.6671509,-124.3266357,110.7256348,-10.7151329,-20.73422699,0.183244169,-9.254129028,-103.6970581,98.58948975,-198.1259033,99.11896973
Z Superior midline CUR 2,-825.1748047,-567.0321289,-899.2947266,-803.6609863,-1171.791602,-1154.729688,-1203.791309,-1437.159082,664.0154297,-774.26875,-523.9473633,-533.2175781
X Superior midline CUR 1,69.53419189,1.306649399,0.741315365,-66.84707031,-2.907336235,2.190149879,-3.071101379,-3.895452118,-1.729161263,68.09883423,78.61359253,-63.6376709
Y Superior midline CUR 1,112.4186646,-123.4808594,-126.7079468,108.8754395,-13.01688385,-22.68688507,-3.563072586,-10.30905304,-105.8943237,96.39906616,-201.7042236,95.91177979
Z Superior midline CUR 1,-832.6675781,-576.4886719,-906.9834961,-812.1791992,-1179.579297,-1162.076953,-1211.981934,-1443.664746,657.0947754,-780.3261719,-530.4893555,-540.3345703
X PM / M1 R,48.23734741,-13.21524963,-16.43249969,-75.29196777,-20.35563202,-14.95169067,-25.28381805,-19.34174957,-17.79427032,45.82261353,55.30120239,-71.91390991
Y PM / M1 R,98.64478149,-139.0953003,-132.8457031,91.6963562,-19.8911026,-27.79190979,-14.419104,-16.96049805,-110.3867798,89.09753418,-205.5958252,86.31732788
Z PM / M1 R,-807.3366211,-539.4463379,-874.9405273,-778.3656738,-1146.476758,-1131.878027,-1180.216992,-1416.623926,684.7897461,-758.5660645,-504.8205566,-507.204541
X PM / M1 L,78.55906982,19.79864807,19.28345642,-42.11920471,18.59000702,19.2256012,12.49365234,14.28412933,14.88579559,77.97481079,86.2975769,-38.17926941
Y PM / M1 L,99.05834351,-136.6570313,-131.4870972,94.82525635,-20.9651413,-29.08921509,-13.1584671,-16.98807526,-110.5809448,91.51732178,-202.0365234,90.30598755
Z PM / M1 L,-799.6269043,-540.9266113,-875.6298828,-787.3018066,-1148.270508,-1132.439063,-1176.54541,-1417.778906,684.6536133,-750.1917969,-496.5525391,-515.758252
X Origin of incisors (superior),60.78954468,4.103546143,2.701253891,-56.27396851,-1.74179287,1.294530582,-7.185159302,-1.829670143,-0.93816061,58.65397339,68.23058472,-46.65119324
Y Origin of incisors (superior),70.14771729,-171.5231567,-167.8616211,55.86903687,-52.08468018,-58.31790161,-49.18345337,-45.11321106,-139.7640137,64.69940796,-228.9915771,60.45967407
Z Origin of incisors (superior),-791.9603516,-525.6872559,-861.237793,-772.7818359,-1128.253223,-1116.950879,-1157.440918,-1403.413574,700.5794922,-737.1282715,-479.3617188,-492.0585938
X Mental foramen R,52.20913696,-7.068202972,-10.38304901,-70.05580444,-13.09064941,-8.267513275,-18.52226563,-13.42277222,-10.47500076,51.98540039,61.34309082,-62.85391846
Y Mental foramen R,89.76495972,-151.1261108,-146.8025757,79.08639526,-31.54345398,-40.93745117,-28.30621643,-28.4089447,-125.7966309,79.00177002,-217.7048584,73.99276123
Z Mental foramen R,-809.2907227,-539.5640137,-876.4658203,-782.0147461,-1143.800586,-1130.131641,-1179.461328,-1418.448242,685.8891602,-752.6711426,-499.9097168,-504.7811523
X Mental foramen L,76.06507568,13.77608795,14.03708496,-48.74969177,9.93916626,11.36031342,3.048478508,8.041243744,7.03705368,70.98952637,81.88651123,-41.91001587
Y Mental foramen L,89.51705933,-150.8113892,-145.4185059,80.95907593,-34.3078186,-41.81598206,-27.43948975,-28.34750671,-124.1162231,79.34556885,-214.9631592,76.0576416
Z Mental foramen L,-804.3508301,-539.6746582,-876.1996094,-786.6199219,-1144.680078,-1130.64707,-1174.501367,-1416.64209,686.8786621,-748.2167969,-494.4100098,-510.3561035
X Masseteric crest origin (superior) R,12.18075409,-63.41768188,-62.61281128,-120.1369507,-62.94296875,-53.73023682,-74.92957764,-58.06380005,-53.55205078,11.58194809,11.90493011,-126.6331299
Y Masseteric crest origin (superior) R,169.2926025,-66.99472046,-62.17520752,162.548584,57.96350708,42.4436554,66.28297119,48.22043762,-41.37978516,154.6143677,-147.8471069,149.8697754
Z Masseteric crest origin (superior) R,-829.8842773,-560.7239258,-897.9734375,-774.6580078,-1154.220215,-1137.955957,-1192.257129,-1416.960547,676.5146973,-779.2495117,-534.0798828,-507.2849121
X Masseteric crest origin (superior) L,115.239624,57.06924438,62.64129028,-3.502386093,67.21644897,62.84306641,58.7418335,51.54851074,54.41086426,114.2595459,121.2187134,-5.751993942
Y Masseteric crest origin (superior) L,173.9894897,-57.05574341,-60.34667969,166.2849609,50.5895874,37.82617798,70.2036377,51.71226196,-45.3819458,157.6140137,-132.1730225,164.2512939
Z Masseteric crest origin (superior) L,-803.1138672,-564.1691895,-895.3949219,-801.9623535,-1160.43877,-1143.195313,-1173.97373,-1419.138867,676.8842773,-752.4456055,-503.034375,-535.8258301
X Masseteric crest origin (inferior) R,33.7362854,-36.89299011,-38.11859131,-99.30195313,-37.91648865,-30.26062927,-41.58941345,-35.35065002,-33.94096985,34.73818359,46.13224487,-96.81364746
Y Masseteric crest origin (inferior) R,119.1029175,-120.9163574,-116.3604614,115.4245605,-0.075012308,-11.05750885,5.664427948,0.527127218,-89.22089844,107.2024414,-193.8526611,102.0263794
Z Masseteric crest origin (inferior) R,-837.0087891,-571.1919434,-901.3844727,-797.7487305,-1168.411426,-1155.280469,-1205.946484,-1435.405566,663.9625977,-784.3352539,-532.4157227,-524.4164063
X Masseteric crest origin (inferior) L,101.2000854,39.79468079,39.96733704,-31.98143311,35.0306427,34.36402283,34.59115295,28.73101501,31.86770325,99.3263916,104.801355,-29.53204956
Y Masseteric crest origin (inferior) L,118.9947266,-114.4161255,-114.6173828,115.9988037,-4.889471436,-12.5193924,7.64467926,2.344708824,-92.08394775,108.7959961,-186.7838745,108.8723389
Z Masseteric crest origin (inferior) L,-819.9662109,-573.4512695,-901.4927734,-812.3555176,-1173.513574,-1156.453906,-1195.529297,-1436.725195,663.8350098,-769.2569824,-515.9570801,-539.6253418
X Masseteric crest CUR R 9,8.971803284,-65.94119263,-65.81834717,-122.72948,-65.24931641,-55.07139282,-75.31779785,-59.80574341,-55.15371094,10.20396652,11.36478882,-126.5612793
Y Masseteric crest CUR R 9,164.7707764,-73.19091187,-68.30921021,157.1631348,51.38783569,37.31530151,58.83707886,43.22394714,-46.72795105,150.3093628,-153.6986938,142.6349609
Z Masseteric crest CUR R 9,-834.0691406,-564.3505371,-899.6916016,-778.0739258,-1158.044629,-1142.741406,-1195.96875,-1420.300977,672.6284668,-781.9206055,-534.8884277,-507.6836914
X Masseteric crest CUR R 8,6.424589539,-68.01082764,-66.47062378,-124.4671265,-66.17555542,-56.51536865,-75.69733276,-60.18791504,-55.97452393,9.772200775,11.91640091,-126.347998
Y Masseteric crest CUR R 8,157.0984863,-81.87634277,-76.14927368,150.1951294,45.16352234,30.61687622,50.59033813,37.61177979,-53.49351196,144.1550171,-160.6595703,134.2058594
Z Masseteric crest CUR R 8,-836.2474609,-564.7960938,-901.3646484,-781.1157715,-1163.566992,-1147.11875,-1199.981445,-1424.27041,670.2219727,-783.521875,-535.2463379,-507.6804199
X Masseteric crest CUR R 7,7.104931641,-67.06534424,-65.1364502,-123.5228516,-65.74174805,-55.72261963,-74.78956299,-59.22167969,-55.59555054,11.1267601,13.74211426,-125.9296143
Y Masseteric crest CUR R 7,150.2238892,-89.32081299,-83.45601807,144.1127808,38.36221924,24.42308197,43.4961853,32.53347778,-59.42597656,138.6824951,-166.494104,127.0392822
Z Masseteric crest CUR R 7,-838.6509766,-566.8191895,-903.1660156,-785.5263184,-1167.810547,-1151.824316,-1204.211523,-1428.50625,667.8713867,-785.0694336,-538.034082,-510.1136719
X Masseteric crest CUR R 6,9.966192627,-64.07835083,-62.89598999,-121.2305542,-63.06785278,-53.13405762,-71.60529785,-57.32001343,-54.07592163,13.15696411,17.70122833,-123.1709106
Y Masseteric crest CUR R 6,143.7775757,-95.84453125,-90.4430542,138.4701172,31.51515808,17.97149353,35.97015686,27.13062439,-64.65527344,133.4439575,-171.5330688,121.0257202
Z Masseteric crest CUR R 6,-841.0595703,-569.7700684,-904.3898438,-789.9508301,-1170.689648,-1155.88916,-1206.617871,-1431.925,665.4438477,-786.4976074,-540.6444824,-513.1189453
X Masseteric crest CUR R 5,14.55043945,-59.4522522,-59.02622681,-118.0831299,-59.34285889,-49.09196777,-66.08359985,-54.34223022,-51.45890503,16.36024628,22.66301575,-119.4332397
Y Masseteric crest CUR R 5,137.1648071,-102.2233398,-97.06774292,132.7764404,24.16882324,10.90091476,28.9272583,21.56786346,-69.76416626,128.4892334,-176.4868408,115.5735352
Z Masseteric crest CUR R 5,-842.7124023,-572.2203613,-905.7123047,-793.9658203,-1172.416309,-1157.71582,-1208.851172,-1434.75957,663.0400391,-787.6988281,-541.4622559,-517.0083984
X Masseteric crest CUR R 4,19.3962265,-54.92744141,-55.0901062,-113.442688,-54.7855896,-44.81031494,-60.43684082,-50.88193665,-48.32878418,19.38199615,27.24729309,-115.3891479
Y Masseteric crest CUR R 4,131.2413086,-108.1815552,-102.7138428,128.2872681,18.16121521,5.455263138,22.92890015,16.87878265,-74.17279053,124.0121704,-180.8812012,112.0911011
Z Masseteric crest CUR R 4,-843.1829102,-573.7975586,-906.0532227,-796.4575195,-1173.371875,-1158.708008,-1209.186621,-1436.805957,661.3755859,-788.2966797,-541.6821777,-521.2259277
X Masseteric crest CUR R 3,24.33009949,-49.69960938,-50.45711365,-109.1619263,-49.69621582,-41.09495239,-54.73843384,-46.84633484,-45.04644165,22.76799011,32.1799469,-110.8942871
Y Masseteric crest CUR R 3,126.4683838,-113.3006958,-107.6319824,123.7769775,12.81612091,0.183658588,16.738591,11.94930801,-79.58508301,119.0866943,-184.9184448,108.8373047
Z Masseteric crest CUR R 3,-842.6552734,-574.9013672,-905.9208984,-797.8570313,-1174.598145,-1159.654395,-1209.520703,-1438.110547,660.467334,-788.1606445,-540.6193359,-524.2008301
X Masseteric crest CUR R 2,27.9325531,-45.5605072,-46.36724854,-106.0385132,-46.49862671,-38.54058533,-50.46315613,-43.27937012,-42.29144287,26.22920837,36.54981079,-106.9093872
Y Masseteric crest CUR R 2,123.8809937,-116.716626,-111.0783081,120.3384155,8.042554474,-4.250989914,11.93472748,7.665911102,-84.34076538,114.6141724,-188.3252319,105.6420654
Z Masseteric crest CUR R 2,-841.3910156,-575.1654785,-905.4647461,-798.2578125,-1174.079199,-1159.150195,-1209.433105,-1438.497949,660.1138184,-787.4338379,-538.9056152,-525.537793
X Masseteric crest CUR R 1,30.85740356,-41.51740723,-42.47297058,-102.7509766,-43.70435791,-35.27655945,-46.30100708,-39.92269897,-38.74151917,30.31148376,40.4890625,-102.3443237
Y Masseteric crest CUR R 1,121.645752,-119.1378174,-113.87948,117.5633423,3.403567505,-8.14006424,8.277388763,3.263668823,-88.08296509,110.7987427,-191.7251587,103.0378906
Z Masseteric crest CUR R 1,-839.5862305,-573.9812012,-904.1792969,-798.1799316,-1171.689355,-1157.39541,-1208.179492,-1437.251758,661.3422852,-786.2175293,-536.0763184,-525.842041
X Masseteric crest CUR L 9,120.0382324,60.60495605,66.45238037,-2.826113129,67.19163208,64.46619263,60.9289978,52.51522827,55.67507935,116.2345825,124.0973145,-4.020001221
Y Masseteric crest CUR L 9,169.0421631,-63.47099609,-67.01864624,160.288916,43.7017395,33.02492676,62.22410889,45.82928162,-50.88668823,152.8527588,-138.172583,157.4944336
Z Masseteric crest CUR L 9,-806.603418,-566.847168,-898.4025391,-806.1723633,-1165.048242,-1146.430469,-1177.981738,-1423.042969,673.3158203,-754.1977051,-503.6206055,-537.509375
X Masseteric crest CUR L 8,124.5121582,64.55484009,66.91879272,-2.596753883,67.1876709,64.29727783,62.76637573,52.99699097,55.83153687,118.090332,125.6874268,-2.377914238
Y Masseteric crest CUR L 8,162.2139404,-71.51226196,-74.85665283,153.2987671,35.89528809,28.00058594,53.38414307,39.98361206,-56.89179688,147.6672607,-144.7182617,149.5884888
Z Masseteric crest CUR L 8,-807.6404297,-567.1082031,-899.1974609,-808.784082,-1168.301758,-1151.407129,-1180.820508,-1427.259766,670.769873,-754.9545898,-503.471875,-537.2181152
X Masseteric crest CUR L 7,125.7546509,64.30985718,65.85429688,-5.36904068,66.34804077,62.60722046,63.7965332,51.58449097,54.45899658,118.4802124,126.0677246,-2.871534157
Y Masseteric crest CUR L 7,155.4661499,-78.44783325,-81.5977478,147.8681885,29.34240417,23.15766754,45.60133362,34.72900391,-62.01392212,142.8923828,-150.3913574,142.5401489
Z Masseteric crest CUR L 7,-810.0619629,-569.4579102,-901.3554688,-812.3827637,-1171.804395,-1155.876563,-1184.248926,-1431.266895,667.7722168,-756.765332,-505.4738281,-538.1609863
X Masseteric crest CUR L 6,124.5286865,62.21158447,63.13565674,-9.454837799,63.71104126,59.76011353,61.496521,49.16017151,52.50728149,117.8875122,125.7874878,-5.349613953
Y Masseteric crest CUR L 6,148.8373779,-85.36671143,-88.24144897,142.2650269,23.02603912,17.70458374,37.98613892,28.94855652,-67.29545288,137.9537109,-156.0084961,136.1894653
Z Masseteric crest CUR L 6,-814.076416,-571.8331055,-902.8672852,-815.5126953,-1175.075391,-1160.092578,-1187.731055,-1434.412891,665.2291504,-759.282373,-508.3990723,-541.3388672
X Masseteric crest CUR L 5,122.5209473,59.44384155,60.08345947,-13.67393646,59.22992554,55.63878784,57.02017822,46.4464447,50.36511536,116.2588989,123.870459,-8.675874329
Y Masseteric crest CUR L 5,142.366394,-91.64050903,-94.50087891,136.8759399,17.23365326,11.84418793,31.08187866,23.10560913,-72.28365479,133.3909912,-161.208728,130.5954224
Z Masseteric crest CUR L 5,-817.5541504,-574.1013672,-904.2444336,-817.7858887,-1176.352734,-1162.42998,-1189.906152,-1436.179395,663.1286621,-761.3907227,-511.532373,-544.1945801
X Masseteric crest CUR L 4,119.3049072,56.18599243,56.48657227,-18.19413147,53.9196228,50.84663391,52.88377075,42.77496338,47.34911194,114.1137207,121.6167847,-12.73639221
Y Masseteric crest CUR L 4,136.4276367,-97.40371094,-100.1586304,131.6004639,11.9554985,6.15736084,24.24655304,18.07285614,-76.68869019,128.9682983,-166.628894,125.4255371
Z Masseteric crest CUR L 4,-820.4586914,-576.1379395,-905.0775391,-818.2894043,-1177.24248,-1163.296973,-1191.723926,-1438.186719,661.3958496,-763.675,-513.6394531,-545.953125
X Masseteric crest CUR L 3,115.0147827,52.47702637,52.17489624,-22.53635864,48.11332397,46.37686157,47.35996704,38.73521729,44.11177063,111.7258179,118.5716309,-17.54047546
Y Masseteric crest CUR L 3,130.6255859,-103.2252563,-105.3155884,126.3079346,7.371468353,0.330835295,19.20828552,13.63147125,-81.16677856,124.0703613,-172.1104004,120.4391357
Z Masseteric crest CUR L 3,-822.0932617,-577.5000977,-905.2305664,-817.5353516,-1178.156348,-1163.463184,-1193.878711,-1439.549414,660.6224609,-765.8068359,-515.5589355,-546.456543
X Masseteric crest CUR L 2,110.9861816,48.82435913,48.31329956,-25.94673767,44.07251282,42.49140625,44.00163879,35.88942566,41.10760498,108.3307739,115.3592896,-21.18543549
Y Masseteric crest CUR L 2,126.1082031,-107.7963989,-109.4798706,122.1602417,2.301101112,-4.579985046,14.10817871,9.153372955,-85.88449097,118.6530151,-177.717749,115.5622314
Z Masseteric crest CUR L 2,-822.4376953,-577.5100586,-905.3574219,-816.9062988,-1177.348242,-1162.008789,-1194.468652,-1439.149316,660.7669434,-766.5171387,-516.5792969,-545.6598633
X Masseteric crest CUR L 1,106.3980103,44.54100952,44.37366028,-29.1392395,40.21559753,38.93164063,40.10372009,33.01397705,37.33183899,103.887439,111.3672119,-25.02330627
Y Masseteric crest CUR L 1,122.5519043,-111.436145,-112.78479,118.6580688,-2.127047348,-8.987712097,10.25855942,5.302178574,-90.18764038,113.360144,-183.3003784,111.1477905
Z Masseteric crest CUR L 1,-821.9258789,-576.220166,-904.4550781,-815.3517578,-1175.527637,-1159.164746,-1194.863867,-1437.704492,661.6996582,-767.236377,-516.4184082,-543.9458008
X Mandibular patch 99,34.20813904,-42.01907654,-40.17516174,-101.6378723,-37.53305359,-32.02236633,-46.42789001,-37.93575745,-33.50780945,32.79909973,35.86517334,-109.0529053
Y Mandibular patch 99,171.1976685,-63.9760376,-61.53929443,167.1566406,62.77144165,47.56795044,67.40449219,52.88381348,-39.91343689,153.0338379,-145.9199585,153.4082642
Z Mandibular patch 99,-842.8860352,-582.4955566,-915.0416016,-797.1041992,-1172.046289,-1156.14668,-1210.671973,-1435.200293,659.8789551,-793.2879883,-547.6103516,-530.8369141
X Mandibular patch 98,66.82268066,-0.139090538,-2.406068802,-69.29347534,-8.010475922,-1.547358799,-6.404049683,-5.971519089,-4.55683136,64.15332642,75.74197388,-62.46451416
Y Mandibular patch 98,94.99620361,-145.0797119,-144.8592407,88.37593384,-31.99284058,-40.15276794,-23.73952484,-25.75364075,-122.302002,79.42576904,-218.2934814,77.4227356
Z Mandibular patch 98,-833.8521484,-570.2076172,-902.85625,-808.5708008,-1172.185156,-1157.579883,-1207.188086,-1440.598828,660.4307129,-775.7835938,-524.9160645,-533.6737305
X Mandibular patch 97,62.22723999,0.904351044,-1.262764359,-63.56120605,-7.002264404,-2.311048508,-9.782995605,-5.623285294,-4.296899796,58.997229,69.76466064,-53.37266235
Y Mandibular patch 97,75.21327515,-167.8405518,-164.1523926,62.76856079,-51.27388306,-57.69373779,-47.26312866,-43.432901,-140.4645996,63.41479492,-232.0181396,58.2026001
Z Mandibular patch 97,-812.0794922,-543.5777344,-878.7657227,-789.305127,-1145.027539,-1132.234375,-1177.997168,-1418.296582,685.6646484,-752.0052734,-496.5971191,-507.112207
X Mandibular patch 96,60.23959351,0.217208338,-1.986909866,-63.32754517,-8.083010864,-3.15636692,-11.18216553,-6.366235352,-5.261408615,57.0440918,67.53984375,-52.35760498
Y Mandibular patch 96,70.77103882,-172.163623,-168.2142212,57.01878662,-56.37991333,-61.67562866,-53.04412842,-48.27033997,-144.4762939,59.79177246,-235.7256348,54.22232666
Z Mandibular patch 96,-806.5803711,-537.9393066,-873.0924805,-784.6527832,-1138.883691,-1126.425488,-1171.045215,-1412.853125,691.4157227,-746.9268555,-490.7682129,-500.9490234
X Mandibular patch 95,24.89553375,-49.99972534,-50.31535339,-109.6146973,-50.03410339,-41.04935608,-55.10410767,-47.13778687,-45.42489624,23.28594208,32.53374634,-111.9366699
Y Mandibular patch 95,126.91521,-112.5005371,-107.1084717,124.9366577,13.64949341,1.261778736,17.58066711,13.22597961,-78.44518433,120.0527222,-184.4403931,109.4570801
Z Mandibular patch 95,-846.1333984,-578.4018555,-908.7194336,-800.527832,-1177.311523,-1161.998047,-1212.540723,-1440.719238,658.2001465,-790.3181152,-543.0267578,-526.755957
X Mandibular patch 94,41.48733521,-34.13641663,-34.04006348,-97.39378052,-30.08126221,-26.61907043,-37.21373901,-29.11112366,-29.15777283,41.80032349,47.78286743,-99.10869751
Y Mandibular patch 94,152.5282349,-86.89016113,-82.45974121,147.5303223,36.83896179,21.92007141,42.58716125,33.61832581,-61.45935059,133.4188354,-164.5540649,131.1505737
