"","X","x"
"412",412,3
"413",413,3
"414",414,3
"415",415,3
"416",416,3
"417",417,3
"418",418,3
"419",419,3
"420",420,3
"421",421,3
"422",422,3
"423",423,3
"424",424,3
"425",425,3
"426",426,3
"427",427,3
"428",428,3
"429",429,3
"430",430,3
"431",431,3
"432",432,3
"433",433,3
"434",434,3
"435",435,3
"436",436,3
"437",437,3
"438",438,3
"439",439,3
"440",440,3
"441",441,3
"442",442,3
"443",443,3
"444",444,2
"445",445,2
"446",446,2
"447",447,2
"448",448,2
"449",449,2
"450",450,2
"451",451,2
"452",452,1
"453",453,2
"454",454,2
"455",455,2
"456",456,2
"457",457,2
"458",458,2
"459",459,2
"460",460,2
"461",461,2
"462",462,2
"463",463,1
"464",464,2
"465",465,2
"466",466,1
"467",467,1
"468",468,2
"469",469,2
"470",470,2
"471",471,2
"472",472,2
"473",473,2
"474",474,2
"475",475,2
"476",476,2
"477",477,2
"478",478,2
"479",479,2
"480",480,2
"481",481,2
"482",482,2
"483",483,2
"484",484,2
"485",485,2
"486",486,2
"487",487,2
"488",488,2
"489",489,2
"490",490,2
"491",491,2
"492",492,1
"493",493,1
"494",494,1
"495",495,1
"496",496,1
"497",497,1
"498",498,1
"499",499,1
"500",500,1
"501",501,1
"502",502,1
"503",503,1
"504",504,1
"505",505,1
"506",506,2
"507",507,2
"508",508,2
"509",509,2
"510",510,2
"511",511,2
"512",512,2
"513",513,2
"514",514,2
"515",515,2
"516",516,2
"517",517,2
"518",518,2
"519",519,2
"520",520,2
"521",521,2
"522",522,2
"523",523,2
"524",524,2
"525",525,2
"526",526,2
"527",527,2
"528",528,2
"529",529,2
"530",530,2
"531",531,2
"532",532,2
"533",533,2
"534",534,2
"535",535,2
"536",536,2
"537",537,2
"538",538,2
"539",539,2
"540",540,2
"541",541,2
"542",542,2
"543",543,2
"544",544,2
"545",545,2
"546",546,1
"547",547,1
"548",548,1
"549",549,1
"550",550,2
"551",551,2
"552",552,2
"553",553,2
"554",554,2
"555",555,2
"556",556,2
"557",557,2
"558",558,2
"559",559,2
"560",560,2
"561",561,2
"562",562,1
"563",563,1
"564",564,1
"565",565,1
"566",566,2
"567",567,2
"568",568,2
"569",569,2
"570",570,2
"571",571,2
"572",572,2
"573",573,2
"574",574,2
"575",575,2
"576",576,2
"577",577,2
